16 50  
-5.20643000000000	-4.04660000000000	-3.07846000000000	-2.20304000000000	-1.42445000000000	-0.749662000000000	-0.209287000000000
-5.20643000000000	-4.04660000000000	-3.07846000000000	-2.20304000000000	-1.42445000000000	-0.749662000000000	-0.209287000000000
-5.25883000000000	-4.08941000000000	-3.11293000000000	-2.23131000000000	-1.44729000000000	-0.765482000000000	-0.215392000000000
-5.25883000000000	-4.08941000000000	-3.11293000000000	-2.23131000000000	-1.44729000000000	-0.765482000000000	-0.215392000000000
-5.25883000000000	-4.08941000000000	-3.11293000000000	-2.23131000000000	-1.44729000000000	-0.765482000000000	-0.215392000000000
-5.30918000000000	-4.08941000000000	-3.11293000000000	-2.23131000000000	-1.44729000000000	-0.765482000000000	-0.215392000000000
-5.30918000000000	-4.08941000000000	-3.11293000000000	-2.23131000000000	-1.44729000000000	-0.765482000000000	-0.221356000000000
-5.30918000000000	-4.08941000000000	-3.11293000000000	-2.23131000000000	-1.44729000000000	-0.765482000000000	-0.224071000000000
-5.30918000000000	-4.08941000000000	-3.11293000000000	-2.23131000000000	-1.44729000000000	-0.765482000000000	-0.229349000000000
-5.30918000000000	-4.08941000000000	-3.11293000000000	-2.23131000000000	-1.44729000000000	-0.773629000000000	-0.235693000000000
-5.30918000000000	-4.08941000000000	-3.11293000000000	-2.23131000000000	-1.44729000000000	-0.778351000000000	-0.235693000000000
-5.33764000000000	-4.08941000000000	-3.11293000000000	-2.23131000000000	-1.44729000000000	-0.825328000000000	-0.258898000000000
-5.84463000000000	-4.52512000000000	-3.43597000000000	-2.47022000000000	-1.61608000000000	-0.896134000000000	-0.274356000000000
-6.01053000000000	-4.59404000000000	-3.43597000000000	-2.47022000000000	-1.61608000000000	-0.896134000000000	-0.274356000000000
-6.57693000000000	-5.09351000000000	-3.87967000000000	-2.84341000000000	-1.90455000000000	-1.06184000000000	-0.329031000000000
-6.97698000000000	-5.30887000000000	-4.04762000000000	-3.03938000000000	-2.12732000000000	-1.24577000000000	-0.400039000000000
-7.49114000000000	-5.44598000000000	-4.04762000000000	-3.03938000000000	-2.12732000000000	-1.24577000000000	-0.400039000000000


-8.26439000000000	-6.07609000000000	-4.57692000000000	-3.40177000000000	-2.38954000000000	-1.50279000000000	-0.710588000000000
-8.29904000000000	-6.07697000000000	-4.58853000000000	-3.40177000000000	-2.38954000000000	-1.50279000000000	-0.715319000000000
-8.29904000000000	-6.07697000000000	-4.58853000000000	-3.40177000000000	-2.38954000000000	-1.50279000000000	-0.715319000000000
-8.29904000000000	-6.07697000000000	-4.58853000000000	-3.40177000000000	-2.38954000000000	-1.50279000000000	-0.715319000000000
-8.34717000000000	-6.07697000000000	-4.58853000000000	-3.40177000000000	-2.38954000000000	-1.50279000000000	-0.715319000000000
-8.34717000000000	-6.07697000000000	-4.58853000000000	-3.40177000000000	-2.38954000000000	-1.50279000000000	-0.715319000000000
-8.34717000000000	-6.07697000000000	-4.58853000000000	-3.40177000000000	-2.38954000000000	-1.50279000000000	-0.715319000000000
-8.34717000000000	-6.07697000000000	-4.58853000000000	-3.40177000000000	-2.38954000000000	-1.50279000000000	-0.715319000000000
-8.34717000000000	-6.07697000000000	-4.58853000000000	-3.40177000000000	-2.38954000000000	-1.50279000000000	-0.715319000000000
-8.34717000000000	-6.07697000000000	-4.58853000000000	-3.40177000000000	-2.38954000000000	-1.50279000000000	-0.715319000000000
-8.34717000000000	-6.07697000000000	-4.58853000000000	-3.40177000000000	-2.38954000000000	-1.50279000000000	-0.715319000000000
-8.64256000000000	-6.19700000000000	-4.62499000000000	-3.40722000000000	-2.38954000000000	-1.50279000000000	-0.715319000000000
-8.74378000000000	-6.19700000000000	-4.62499000000000	-3.40722000000000	-2.38954000000000	-1.50279000000000	-0.715319000000000
-9.26203000000000	-6.60093000000000	-4.93146000000000	-3.65817000000000	-2.57477000000000	-1.61807000000000	-0.767015000000000
-9.44712000000000	-6.63341000000000	-4.94084000000000	-3.70759000000000	-2.69956000000000	-1.75789000000000	-0.866671000000000
-9.70336000000000	-6.63341000000000	-4.94084000000000	-3.70759000000000	-2.69956000000000	-1.75789000000000	-0.866671000000000
-11.1652000000000	-7.66585000000000	-5.59984000000000	-4.07866000000000	-2.82934000000000	-1.75789000000000	-0.866671000000000
